Comp Depth [cm],Al, Si, P, S, Ar, K, Ca, Ti, Mn, Fe, Ni, Rb,  Zr, Ca_Ti, Si_Ti, Zr_Ti, Ni_Ti, Fe_Ti, Al_Ti, K_Ti, Rb_K,core name
26,622,5724,0,107,8701,86091,436810,38158,6668,175286,960,3747,877,11.4474029,0.150007862,0.022983385,0.025158551,4.593689397,0.016300645,2.256171707,0.043523713,HIBO19-C-1-1
26.5,758,6309,0,119,8845,93022,469650,40043,7075,179163,801,3816,689,11.72864171,0.157555628,0.017206503,0.020003496,4.474265165,0.018929651,2.323052718,0.041022554,HIBO19-C-1-1
27,915,7026,0,99,9173,116164,471280,54710,8753,198271,903,4469,1426,8.614147322,0.128422592,0.026064705,0.016505209,3.624035825,0.016724548,2.123268141,0.038471471,HIBO19-C-1-1
27.5,909,6963,0,114,9229,102893,423694,48889,6824,189447,895,4377,945,8.666448485,0.142424676,0.019329502,0.018306777,3.875043466,0.01859314,2.104624762,0.042539337,HIBO19-C-1-1
28,1095,9939,0,126,9230,117302,592665,60621,10298,210919,1104,3776,1693,9.776562577,0.163953086,0.027927616,0.018211511,3.479305851,0.018063047,1.935006021,0.032190414,HIBO19-C-1-1
28.5,874,7864,0,25,8957,95730,454031,40659,6414,178568,957,3756,1049,11.16680194,0.193413512,0.025799946,0.023537224,4.391844364,0.021495856,2.354460267,0.039235349,HIBO19-C-1-1
29,834,6582,0,80,9085,101529,412845,52646,9086,201651,1094,4015,1331,7.841906318,0.125023743,0.025282073,0.020780306,3.830319492,0.015841659,1.928522585,0.039545352,HIBO19-C-1-1
29.5,843,6918,0,72,9207,115559,486543,56528,6337,221635,870,4052,1309,8.607115058,0.122381828,0.023156666,0.015390603,3.920800311,0.014912963,2.044278941,0.035064339,HIBO19-C-1-1
30,688,6156,0,175,9250,96378,637590,58036,7473,240088,1037,3315,1733,10.98611207,0.106072093,0.029860776,0.01786822,4.136880557,0.011854711,1.660658901,0.034395816,HIBO19-C-1-1
30.5,601,5265,0,160,8435,76788,564397,41686,7660,194384,914,3396,1259,13.53924579,0.126301396,0.030201986,0.021925826,4.663052344,0.01441731,1.842057285,0.04422566,HIBO19-C-1-1
31,614,5431,0,100,8722,74160,597957,38754,9195,171907,856,2863,953,15.42955566,0.140140373,0.02459101,0.022088043,4.435851783,0.015843526,1.913608918,0.038605717,HIBO19-C-1-1
31.5,673,6966,0,49,8801,86993,779699,41077,8903,172839,1043,2932,1103,18.98140078,0.169583952,0.02685201,0.025391338,4.207683132,0.016383864,2.11780315,0.033703861,HIBO19-C-1-1
32,699,6480,0,135,8944,81903,560759,35457,7405,168096,815,3057,1040,15.81518459,0.182756578,0.029331303,0.022985588,4.740841019,0.01971402,2.309924698,0.03732464,HIBO19-C-1-1
32.5,827,7663,0,14,9073,105477,532360,43125,7625,176206,1099,3833,904,12.34457971,0.177692754,0.020962319,0.025484058,4.085936232,0.019176812,2.445843478,0.036339676,HIBO19-C-1-1
33,626,5956,0,9,8826,79561,526819,37947,7209,177633,974,3157,1223,13.88302106,0.156955754,0.032229162,0.025667378,4.681081508,0.016496693,2.09663478,0.039680245,HIBO19-C-1-1
33.5,805,7679,0,0,9266,101210,677579,51203,7035,192831,736,3125,1498,13.23318946,0.149971681,0.029256098,0.014374158,3.766009804,0.015721735,1.976641994,0.030876396,HIBO19-C-1-1
34,760,7258,0,0,9132,102293,726815,48767,6820,186993,1001,3345,1622,14.90382841,0.148830152,0.033260196,0.020526175,3.834416716,0.015584309,2.097586483,0.032700185,HIBO19-C-1-1
34.5,714,6074,0,14,8878,100560,476519,44327,6936,183204,883,3716,1050,10.7500846,0.137027094,0.023687594,0.019920139,4.133011483,0.016107564,2.268594762,0.036953063,HIBO19-C-1-1
35,623,6188,0,43,8709,85067,508492,35646,7709,172174,942,3352,1140,14.26505078,0.173595915,0.031981148,0.026426528,4.830107165,0.017477417,2.386438871,0.039404234,HIBO19-C-1-1
35.5,853,7362,0,73,9198,105384,505575,43099,7355,181240,878,4054,1027,11.73055059,0.170816028,0.023828859,0.020371702,4.205201977,0.019791642,2.445161141,0.038468838,HIBO19-C-1-1
36,589,5222,0,119,8532,78564,487632,33869,7775,171675,1013,3664,966,14.39759072,0.154182291,0.028521657,0.029909357,5.068794473,0.017390534,2.319643332,0.046637137,HIBO19-C-1-1
36.5,629,5767,0,143,8713,82334,504541,35481,8606,178928,980,3397,996,14.22003326,0.162537696,0.028071362,0.027620417,5.042924382,0.017727798,2.320509569,0.041258775,HIBO19-C-1-1
37,633,5303,0,48,8790,72512,448292,32598,7299,169301,901,3597,906,13.75213203,0.162678692,0.027793116,0.027639732,5.193600834,0.019418369,2.224430947,0.049605583,HIBO19-C-1-1
37.5,770,7399,0,0,8697,99409,499018,43160,5902,176989,1085,3543,1075,11.56204819,0.171431881,0.024907322,0.025139018,4.100764597,0.017840593,2.303266914,0.035640636,HIBO19-C-1-1
38,784,6565,0,65,9243,111369,405328,51237,6736,190615,950,4335,919,7.910845678,0.128130062,0.017936257,0.018541289,3.720260749,0.015301442,2.173605012,0.038924656,HIBO19-C-1-1
38.5,781,6863,0,131,8836,99123,445552,41237,6745,191561,1103,3816,1009,10.80466571,0.166428208,0.024468317,0.026747824,4.645367025,0.018939302,2.40373936,0.038497624,HIBO19-C-1-1
39,690,5881,0,55,8838,85925,496789,40613,7184,186878,988,3565,941,12.23226553,0.14480585,0.023169921,0.024327186,4.601433039,0.016989634,2.115701869,0.041489671,HIBO19-C-1-1
39.5,815,6756,0,22,8811,110368,451867,41318,7194,188374,978,4129,1133,10.93632315,0.163512271,0.027421463,0.023670071,4.559126773,0.019725059,2.671184472,0.037411206,HIBO19-C-1-1
40,918,6535,0,106,9447,136269,305209,58391,6256,249462,1014,4984,1043,5.226987036,0.111917933,0.017862342,0.01736569,4.272267987,0.015721601,2.333732938,0.036574716,HIBO19-C-1-1
40.5,682,5226,0,79,8888,108765,416954,59661,7145,243807,984,4080,1501,6.988719599,0.087594911,0.025158814,0.016493187,4.086538945,0.011431253,1.823050234,0.037512067,HIBO19-C-1-1
41,697,6199,0,39,8835,100113,515112,47928,7647,194061,1021,3593,1187,10.74762143,0.129339843,0.024766316,0.021302788,4.049011017,0.014542647,2.088820731,0.035889445,HIBO19-C-1-1
41.5,672,6606,0,0,9049,98894,505352,42925,8532,184302,947,3630,1188,11.77290623,0.153896331,0.027676179,0.022061736,4.293581829,0.015655213,2.303878858,0.036705968,HIBO19-C-1-1
42,618,5793,0,40,8892,83983,442885,36440,5593,171110,1008,3456,844,12.15381449,0.158973655,0.023161361,0.02766191,4.695664105,0.016959385,2.304692645,0.041151185,HIBO19-C-1-1
42.5,686,6354,0,0,8746,93256,491534,40168,6938,177928,844,3725,1038,12.23695479,0.15818562,0.025841466,0.021011751,4.429595698,0.017078271,2.321649074,0.039943811,HIBO19-C-1-1
43,543,6165,0,0,9051,83841,573096,36362,5852,172229,922,2996,887,15.76084924,0.16954513,0.024393598,0.025356141,4.736510643,0.014933172,2.305731258,0.035734307,HIBO19-C-1-1
43.5,718,5912,0,0,8390,92697,492612,37056,6952,169517,884,3829,739,13.29371762,0.159542314,0.019942789,0.023855786,4.574616796,0.019376079,2.501538212,0.041306623,HIBO19-C-1-1
44,796,6566,0,0,9122,92199,472677,37401,5919,175628,705,3843,653,12.63808454,0.175556803,0.017459426,0.018849763,4.695810272,0.021282853,2.465147991,0.04168158,HIBO19-C-1-1
44.5,788,6659,0,0,8656,90237,453309,37621,7516,170492,953,3820,786,12.04936073,0.177002206,0.020892587,0.025331597,4.531830627,0.020945748,2.39858058,0.042332968,HIBO19-C-1-1
45,879,7636,0,0,8612,103594,413997,44828,7980,195295,1204,4125,1022,9.235232444,0.170339966,0.022798251,0.026858214,4.356540555,0.019608281,2.310921745,0.039818908,HIBO19-C-1-1
45.5,787,6866,0,0,8863,87421,485323,40116,7243,181387,1021,3339,1076,12.09799083,0.171153654,0.026822216,0.025451192,4.521562469,0.019618107,2.179205305,0.038194484,HIBO19-C-1-1
46,751,6105,0,9,9320,99573,457686,49291,7711,191738,1058,4009,1054,9.285386785,0.123856282,0.021383214,0.021464365,3.889919052,0.015236047,2.02010509,0.040261918,HIBO19-C-1-1
46.5,739,6875,0,12,9020,90434,573659,37750,7289,165737,1215,3517,921,15.1962649,0.182119205,0.024397351,0.03218543,4.390384106,0.019576159,2.395602649,0.03889024,HIBO19-C-1-1
47,710,6206,0,68,9394,96828,436917,42389,7468,179713,1033,4196,824,10.3073203,0.146405907,0.019439005,0.02436953,4.239614051,0.016749628,2.284271863,0.043334573,HIBO19-C-1-1
47.5,767,5859,0,88,9049,96825,372232,42641,8647,176855,1009,4131,1240,8.729438803,0.137402969,0.029079993,0.023662672,4.147534063,0.017987383,2.270701907,0.042664601,HIBO19-C-1-1
48,677,6234,0,0,9131,91455,476158,42609,8466,179949,1141,3743,896,11.17505691,0.146307118,0.021028421,0.02677838,4.223262691,0.015888662,2.146377526,0.040927232,HIBO19-C-1-1
48.5,601,5555,0,0,8989,78489,562847,38393,6748,174556,911,3134,1097,14.66014638,0.144687834,0.028572917,0.023728284,4.546557966,0.015653895,2.044357044,0.039929162,HIBO19-C-1-1
49,580,5518,0,38,9059,81688,525627,34954,7507,162039,948,3527,1141,15.03767809,0.157864622,0.032642902,0.02712136,4.635778452,0.016593237,2.337014362,0.043176476,HIBO19-C-1-1
49.5,581,5739,0,20,9391,78305,598399,34247,6500,163784,1103,2855,935,17.47303413,0.167576722,0.027301661,0.032207201,4.782433498,0.01696499,2.286477648,0.036459996,HIBO19-C-1-1
50,621,4971,0,0,9427,73867,644553,35309,7551,164874,988,2783,1106,18.25463763,0.140785635,0.031323459,0.027981534,4.669461044,0.017587584,2.0920162,0.037675823,HIBO19-C-1-1
50.5,504,5081,0,0,9107,69376,627825,36106,7694,169031,1060,2896,1170,17.3883842,0.140724533,0.032404586,0.029358001,4.681521077,0.013958899,1.921453498,0.041743542,HIBO19-C-1-1
51,631,5960,0,0,9485,77155,572501,37088,6578,171014,957,3081,1117,15.43628667,0.160698878,0.030117558,0.025803494,4.611033218,0.017013589,2.080322476,0.039932603,HIBO19-C-1-1
51.5,663,5588,0,38,9171,76246,517712,36496,7444,183493,990,3489,1133,14.18544498,0.15311267,0.031044498,0.02712626,5.027756466,0.018166374,2.089160456,0.045759778,HIBO19-C-1-1
52,703,5752,0,12,9314,89340,467830,39086,7024,177004,930,3717,933,11.9692473,0.147162667,0.02387044,0.023793686,4.528578007,0.01798598,2.285728905,0.041605104,HIBO19-C-1-1
52.5,577,5256,0,0,9541,82969,479261,37382,6134,174801,756,3605,1142,12.8206356,0.140602429,0.030549462,0.020223637,4.676074046,0.015435236,2.219490664,0.043449963,HIBO19-C-1-1
53,581,6344,0,0,9314,83558,556026,38663,6445,178850,913,3318,797,14.38134651,0.164084525,0.020614024,0.023614308,4.625869695,0.015027287,2.161187699,0.039708945,HIBO19-C-1-1
53.5,779,6955,0,9,9536,95395,495422,41556,5849,185918,1057,3629,1139,11.92179228,0.16736452,0.027408798,0.025435557,4.473914717,0.018745789,2.295577053,0.038041826,HIBO19-C-1-1
54,760,6186,0,44,9650,86731,524572,49303,7409,193591,1052,3484,1696,10.63975823,0.125469038,0.034399529,0.021337444,3.926556193,0.015414883,1.759142446,0.040170181,HIBO19-C-1-1
54.5,503,4343,0,138,8858,62592,558796,42328,5935,181063,853,2947,1617,13.2015687,0.102603478,0.038201663,0.020152145,4.277617653,0.011883387,1.478737479,0.047082694,HIBO19-C-1-1
55,620,5813,0,51,8693,66651,565482,35471,7009,169216,1011,3256,1045,15.94209354,0.163880353,0.029460686,0.028502157,4.770544952,0.017479067,1.879027938,0.04885148,HIBO19-C-1-1
55.5,754,7163,0,77,8504,75040,518833,31267,6053,153385,901,3250,970,16.59362907,0.229091374,0.031023123,0.028816324,4.905651326,0.024114882,2.399974414,0.043310235,HIBO19-C-1-1
56,807,7018,0,0,8476,80820,478981,33691,8965,160362,1096,3091,791,14.21688285,0.208304889,0.02347808,0.032530943,4.75978748,0.023952984,2.39886023,0.038245484,HIBO19-C-1-1
56.5,638,5174,0,37,9210,81767,410962,39053,8398,177546,1338,3424,974,10.52318644,0.132486621,0.024940466,0.034261132,4.546283256,0.016336773,2.093744399,0.041875084,HIBO19-C-1-1
57,776,6995,0,0,9496,95115,491786,38904,7502,181258,985,3472,858,12.64101378,0.179801563,0.022054287,0.025318733,4.659109603,0.019946535,2.444864281,0.03650318,HIBO19-C-1-1
57.5,814,7872,0,136,9282,108266,502552,45475,7225,186319,1200,3726,931,11.05117097,0.173106102,0.020472787,0.026388125,4.097174272,0.017899945,2.380780649,0.034415237,HIBO19-C-1-1
58,922,8988,0,0,9308,122515,435249,47275,6267,202500,965,3998,1060,9.206747753,0.190121629,0.022421999,0.02041248,4.283447911,0.019502909,2.591538868,0.032632739,HIBO19-C-1-1
58.5,849,8851,0,51,9815,115972,547193,55775,6455,210527,901,3905,1283,9.810721649,0.15869117,0.023003138,0.016154191,3.774576423,0.015221874,2.079282833,0.033671921,HIBO19-C-1-1
59,1053,8167,0,122,9703,135678,379622,48865,6168,208597,1001,4733,1248,7.768791569,0.16713394,0.025539752,0.02048501,4.26884273,0.021549166,2.77658856,0.034884064,HIBO19-C-1-1
59.5,693,5530,0,97,9195,101688,401126,51611,6861,216924,1034,4370,1477,7.772102846,0.107147701,0.02861793,0.020034489,4.203057488,0.01342737,1.970277654,0.042974589,HIBO19-C-1-1
60,744,5840,0,109,9387,85594,476722,48488,7475,210749,773,3909,1939,9.831752186,0.120442171,0.039989276,0.015942089,4.346415608,0.015344003,1.765261508,0.045669089,HIBO19-C-1-1
60.5,707,6401,0,92,9275,76780,513785,45880,7866,192175,805,3236,1649,11.19845248,0.139516129,0.035941587,0.017545772,4.188644289,0.015409765,1.673496077,0.042146392,HIBO19-C-1-1
61,816,7126,0,48,8200,75866,547392,43663,7800,191960,969,3258,1669,12.53674736,0.163204544,0.038224584,0.022192703,4.396399698,0.018688592,1.737535213,0.042944138,HIBO19-C-1-1
61.5,868,8142,0,85,8952,82253,477415,38012,9351,168114,931,3255,834,12.55958645,0.214195517,0.02194044,0.024492266,4.422656003,0.022834894,2.163869304,0.039573025,HIBO19-C-1-1
62,894,7802,0,48,8922,95793,412579,43197,6996,174499,898,3948,1323,9.551103086,0.180614395,0.030627127,0.020788481,4.039609232,0.020695882,2.217584554,0.041213867,HIBO19-C-1-1
62.5,944,6089,0,84,8643,93296,277251,51256,8493,191011,1005,4144,1496,5.409142344,0.118795848,0.029186827,0.019607461,3.726607617,0.018417356,1.82019666,0.044417767,HIBO19-C-1-1
63,861,6352,0,139,8875,90060,415088,65742,10020,226510,1093,3534,2590,6.313893706,0.096620121,0.039396428,0.016625597,3.445438228,0.013096651,1.36990052,0.039240506,HIBO19-C-1-1
63.5,730,6339,0,133,8472,85935,444961,51357,9406,191302,1123,3567,1476,8.664076952,0.123430107,0.028739996,0.021866542,3.724944993,0.014214226,1.673286991,0.041508117,HIBO19-C-1-1
64,657,5920,0,124,9355,80982,478308,37004,6246,172762,1068,3405,963,12.92584585,0.159982705,0.026024214,0.028861745,4.668738515,0.017754837,2.188466112,0.042046381,HIBO19-C-1-1
64.5,732,7273,0,41,9186,97386,563204,42193,8038,176986,771,3611,1149,13.34828052,0.172374565,0.027232005,0.018273173,4.194676842,0.017348849,2.30810798,0.037079252,HIBO19-C-1-1
65,699,6907,0,0,8796,94786,560983,43624,9098,186031,984,3241,1183,12.85950394,0.158330277,0.0271181,0.022556391,4.264418669,0.01602329,2.172794792,0.034192813,HIBO19-C-1-1
65.5,841,8040,0,102,9088,112852,440167,46495,10485,204637,924,3984,1014,9.466974944,0.17292182,0.021808797,0.019873105,4.401268954,0.018087966,2.427185719,0.035302875,HIBO19-C-1-1
66,885,8364,0,0,9172,99313,529490,43487,7133,195589,1117,3655,905,12.17582266,0.192333341,0.020810817,0.025685837,4.497642974,0.020350909,2.283739968,0.036802835,HIBO19-C-1-1
66.5,716,7107,0,52,9284,94585,541658,43831,7336,175879,973,3689,999,12.35787456,0.162145513,0.022792088,0.0221989,4.012662271,0.01633547,2.157947571,0.039001956,HIBO19-C-1-1
67,841,8105,0,0,9094,83091,649580,36468,8155,172803,793,3060,589,17.81232862,0.222249644,0.016151146,0.021745092,4.738483054,0.023061314,2.27846331,0.036827093,HIBO19-C-1-1
67.5,765,6856,0,0,9407,85649,522067,38399,6743,182885,959,3478,1147,13.59584885,0.178546316,0.02987057,0.024974609,4.762754238,0.019922394,2.230500794,0.040607596,HIBO19-C-1-1
68,508,5784,0,0,9688,76717,669388,34880,7810,164855,937,2759,1075,19.19116972,0.165825688,0.030819954,0.026863532,4.726347477,0.01456422,2.199455275,0.035963346,HIBO19-C-1-1
68.5,690,6965,0,16,9929,86414,595810,36875,9615,168721,1166,2971,940,16.15755932,0.188881356,0.025491525,0.031620339,4.575484746,0.018711864,2.343430508,0.034381003,HIBO19-C-1-1
69,715,6966,0,0,9568,85872,632779,35256,9709,168405,725,3090,649,17.94812231,0.19758339,0.018408214,0.020563876,4.776633764,0.020280236,2.435670524,0.03598379,HIBO19-C-1-1
69.5,695,6480,0,0,9751,84270,585836,36573,7077,170715,1246,3106,778,16.01826484,0.177179887,0.021272523,0.034068849,4.667787712,0.01900309,2.304158806,0.036857719,HIBO19-C-1-1
70,710,7224,0,0,9671,98848,573970,40341,8344,170320,958,3343,911,14.22795667,0.179073399,0.022582484,0.023747552,4.222007387,0.01759996,2.450311098,0.033819602,HIBO19-C-1-1
70.5,778,6938,0,0,9454,91066,579507,35499,10894,165759,1185,3354,953,16.32460069,0.195442125,0.026845827,0.033381222,4.669399138,0.02191611,2.565311699,0.036830431,HIBO19-C-1-1
71,800,8006,0,33,9538,96302,519343,41008,7860,182141,1009,3652,975,12.66443133,0.195230199,0.023775849,0.024604955,4.441596762,0.019508389,2.34837105,0.037922369,HIBO19-C-1-1
71.5,692,6519,0,0,9543,77486,588942,33120,7032,163407,1057,3158,720,17.78206522,0.19682971,0.02173913,0.031914251,4.933786232,0.02089372,2.33955314,0.040755749,HIBO19-C-1-1
72,736,6505,0,87,9442,77657,549704,33467,9204,162699,1086,3166,652,16.42525473,0.194370574,0.019481878,0.032449876,4.861475483,0.021991813,2.320405175,0.040769023,HIBO19-C-1-1
72.5,810,7369,0,14,9650,93694,453291,42530,7471,176657,994,3701,715,10.65814719,0.17326593,0.016811662,0.023371738,4.153703268,0.01904538,2.20300964,0.039500929,HIBO19-C-1-1
73,724,6683,0,68,9464,84900,470235,37881,7679,164716,759,3712,1009,12.41347905,0.176420897,0.026636044,0.02003643,4.348248462,0.019112484,2.241229112,0.043722026,HIBO19-C-1-1
